"","Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
"16807",2004,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Uganda","Lira Distirct","Ogur",2.43,32.93,636610,20040220,84.19,"KITALE",35,1.01,"H"
"7232",2002,"Violence against civilians","Police Forces of Kenya (1978-2002)","Protesters (Kenya)","Kenya","Nakuru District","Nakuru",-0.28,36.06,637140,20020923,77.5,"NAKURU",36.09,-0.26,"M"
"12920",2000,"Riots","Rioters (Malawi)","Police Forces of Malawi (1994-2004)","Malawi","Blantyre","Blantyre",-15.78,35,676930,20001116,82.19,"CHILEKA",34.96,-15.68,"M"
"10754",2003,"Violence against civilians","Civilians (Uganda)","LRA: Lord's Resistance Army","Uganda","Lira Distirct","Aloi",2.28,33.16,636580,20030509,80.59,"SOROTI",33.61,1.71,"M"
"26373",2009,"Battles","Military Forces of Sudan (1989-)","Unidentified Armed Group (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20091214,90.09,"NYALA",24.88,12.05,"M"
"3430",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi District","Mathare",-1.28,36.81,637400,20080118,72.69,"JOMO KENYATTA INTL",36.91,-1.31,"C"
"23244",2006,"Violence against civilians","Civilians (CAR)","FACA: Military Forces of Central African Republic (2003-)","Central African Republic","Ouham-Pende","Bemal",7.58,16.63,647060,20060522,87.8,"MOUNDOU",16.06,8.56,"M"
"34020",2009,"Riots","Protesters (Nigeria)","","Nigeria","Bauchi State","Bauchi",10.31,9.84,650550,20090519,100.4,"BAUCHI",9.81,10.28,"H"
"23164",2005,"Riots","Protesters (Nigeria)","","Nigeria","Rivers State","Port Harcourt",4.78,6.99,652500,20050818,87.8,"PORT HARCOURT",7.01,4.84,"M"
"12611",2005,"Violence against civilians","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Civilians (Burundi)","Burundi","Bujumbura","Isale",-3.34,29.48,638010,20050116,81.9,"KIGOMA",29.66,-4.88,"M"
"1143",2002,"Riots","Protesters (South Africa)","","South Africa","Western Cape Province","Cape Town",-33.92,18.42,688170,20020709,66.4,"CAPE TOWN-PORTNET",18.43,-33.9,"M"
"805",2005,"Riots","Protesters (South Africa)","","South Africa","Western Cape Province","Knysna",-34.03,23.04,689350,20050810,64.59,"KNYSNA",23.08,-34.04,"C"
"26221",2006,"Battles","FACA: Military Forces of Central African Republic (2003-)","UFDR: Union of Democratic Forces for Unity","Central African Republic","Vakaga","Ouanda Djalle",8.89,22.79,646550,20061209,90,"BRIA",21.98,6.53,"M"
"19639",2000,"Violence against civilians","ZNA: Military Forces of Zimbabwe (1980-)","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20001001,86,"HARARE (KUTSAGA)",31.13,-17.91,"H"
"15932",2006,"Battles","Military Forces of Democratic Republic of Congo (2003-)","CMPD/CNDP: National Congress for the Defense of the People","Democratic Republic of Congo","Nord-Kivu","Masisi",-1.39,28.81,643870,20061213,83.8,"KIGALI INTL",30.13,-1.96,"M"
"35032",2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Southern Kordofan","Neem and Heglig oil fields",11.98,27.88,627810,20080515,104.9,"EN NAHUD",28.43,12.69,"H"
"22072",2003,"Battles","RCD-K: Rally for Congolese Democracy-Movement of Liberation","Mayi-Mayi Militia","Democratic Republic of Congo","Nord-Kivu","Butembo in Lubero",0.15,29.28,643870,20030813,87.09,"KIGALI INTL",30.13,-1.96,"H"
"19925",2002,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Bujumbura","Bujumbura",-3.37,29.35,638010,20020730,86,"KIGOMA",29.66,-4.88,"M"
"33965",2007,"Battles","MNJ: Nigerien Movement for Justice","Military Forces of Niger (1999-2010)","Niger","Agadez","Agadez",16.96,7.98,610240,20070729,100.4,"AGADEZ",7.96,16.96,"M"
"1939",1998,"Battles","LRA: Lord's Resistance Army","UPDF: Military Forces of Uganda (1986-)","Uganda","Kitgum District","Kitgum",3.27,32.88,636540,19980712,69.8,"MASINDI",31.71,1.68,"C"
"6939",2006,"Riots","","Rioters (Ethiopia)","Ethiopia","South Wollo","Dessie",11.13,39.63,633330,20060323,77.19,"COMBOLCHA",39.73,11.11,"M"
"12703",1998,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,19980324,82,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"16388",2000,"Battles","Hutu Rebels","Military Forces of Burundi (1996-2005)","Burundi","Bujumbura","Sororezo",-3.4,29.39,638010,20001120,84.19,"KIGOMA",29.66,-4.88,"M"
"9039",2003,"Violence against civilians","ZNA: Military Forces of Zimbabwe (1980-)","Civilians (Zimbabwe)","Zimbabwe","Mashonaland East","Chitungwiza",-18.78,31.04,678770,20030424,79.19,"GRASSLANDS",31.46,-18.18,"M"
"6060",2005,"Riots","Military Forces of Democratic Republic of Congo (2003-)","Rioters (DRC)","Democratic Republic of Congo","Kinshasa","Kinshasa",-4.32,15.31,644500,20050629,76.5,"BRAZZAVILLE/MAYA-M",15.25,-4.25,"C"
"10447",2000,"Violence against civilians","Civilians (Angola)","FLEC-FAC: Front for the Liberation of the Enclave of Cabinda-Armed Forces of Cabinda (1968-)","Angola","Cabinda","Cabinda",-5.55,12.19,644000,20000901,80.59,"POINTE-NOIRE",11.89,-4.81,"M"
"30201",2008,"Battles","Unidentified Armed Group (Somalia)","Military Forces of Ethiopia (1991-)","Somalia","Hiiraan","Beledweyne",4.75,45.2,634780,20081208,93.9,"GODE",43.58,5.9,"M"
"5846",2005,"Battles","Mayi-Mayi Militia","RCD: Rally for Congolese Democracy (Goma)","Democratic Republic of Congo","Nord-Kivu","Ishasha",-0.75,29.61,637260,20050801,76.09,"KABALE",29.98,-1.25,"M"
"28336",2007,"Violence against civilians","Military Forces of Ethiopia (1991-)","Civilians (Ethiopia)","Ethiopia","Ogaden","Ogaden",8,44,634780,20070720,91.8,"GODE",43.58,5.9,"M"
"21966",1999,"Battles","Military Forces of Democratic Republic of Congo (1997-2003)","RCD: Rally for Congolese Democracy (Kisangani)","Democratic Republic of Congo","Equateur","Gemena",3.25,19.76,646500,19990109,87.09,"BANGUI",18.51,4.4,"M"
"7654",1999,"Violence against civilians","Military Forces of Rwanda (1994-)","Civilians (DRC)","Democratic Republic of Congo","Sud-Kivu","Ngweshe",-2.7,28.63,643870,19990327,78.09,"KIGALI INTL",30.13,-1.96,"C"
"28904",2008,"Battles","Military Forces of Sudan (1989-)","SLM/A-Nur: Sudan Liberation Movement/Army-Nur Faction","Sudan","East Equatoria","Juba",4.84,31.61,629410,20080924,92.3,"JUBA",31.6,4.86,"M"
"3743",2000,"Battles","Military Forces of Ethiopia (1991-)","OLF: Oromo Liberation Front","Ethiopia","Welo","Oromo",11.86,39.73,634500,20001101,73.4,"ADDIS ABABA-BOLE",38.75,9.03,"M"
"7088",2001,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Bubanza","Muzinda",-3.24,29.43,643870,20011005,77.4,"KIGALI INTL",30.13,-1.96,"C"
"21505",1997,"Battles","RUF: Revolutionary United Front of Sierra Leone","Kamajor Militia (Sierra Leone)","Sierra Leone","Southern","Kenema",8.22,-11.63,618560,19970507,86.9,"LUNGI",-13.19,8.61,"M"
"4763",1997,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Blue Nile","al-Keili / al-Kali / Kayli",10.85,34.33,633400,19970117,75.19,"LEKEMTE",36.45,9.08,"M"
"15462",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (UK)","Kenya","Coast Province","Ukunda",-4.28,39.56,638200,19970911,83.5,"MOMBASA",39.61,-4.03,"M"
"9272",1998,"Battles","Military Forces of Rwanda (1994-)","Hutu Rebels","Rwanda","Gitarama","Bulinga",-1.99,29.69,643870,19980429,79.5,"KIGALI INTL",30.13,-1.96,"M"
"9835",2009,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20090213,79.9,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"32816",2010,"Battles","Unidentified Armed Group (Sudan)","Unidentified Armed Group (Sudan)","Sudan","Bahr el Ghazal","Yirol",6.55,30.5,629410,20100228,97.69,"JUBA",31.6,4.86,"M"
"34078",2003,"Battles","Military Forces of Ethiopia (1991-)","ONLF: Ogaden National Liberation Front","Ethiopia","Korahe","Korahe",6.61,44.34,636240,20030202,100.8,"MANDERA",41.86,3.93,"H"
"8539",2007,"Violence against civilians","Presidential Guard of Kenya (2002-)","Civilians (Kenya)","Kenya","Nairobi District","Nairobi",-1.28,36.81,637400,20070108,78.8,"JOMO KENYATTA INTL",36.91,-1.31,"M"
"34633",2000,"Riots","Protesters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20000924,103.09,"KHARTOUM",32.54,15.6,"M"
"2647",1999,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Manicaland","Birchenough Bridge",-19.96,32.33,679830,19990820,71.59,"CHIPINGE",32.61,-20.2,"M"
"12696",1998,"Battles","Military Forces of Rwanda (1994-)","Hutu Rebels","Rwanda","Gitarama","Nyamabuye",-2.07,29.75,643870,19980310,82,"KIGALI INTL",30.13,-1.96,"M"
"8747",2009,"Violence against civilians","Police Forces of Zambia (2008-)","Civilians (Zambia)","Zambia","Lusaka","Lusaka",-15.41,28.28,676650,20090516,78.8,"LUSAKA INTERNATIONA",28.45,-15.31,"M"
"18688",2000,"Battles","ADF: Allied Democratic Forces","UPDF: Military Forces of Uganda (1986-)","Uganda","Bundibugyo District","Milombyo",0.74,30.04,636740,20000114,85.3,"KASESE",30.1,0.18,"M"
"12301",2008,"Riots","Rioters (Kenya)","Police Forces of Kenya (2002-)","Kenya","Nyanza Province","Homa Bay",-0.51,34.45,637080,20080116,81.5,"KISUMU",34.75,-0.1,"C"
"24740",2009,"Violence against civilians","Murle Ethnic Militia","Civilians (Sudan)","Sudan","Jonglei","Bor",6.2,31.55,629410,20090430,88.9,"JUBA",31.6,4.86,"C"
"3705",2000,"Violence against civilians","MPLA:  Popular Movement for the Liberation of Angola (1961-)","Civilians (Angola)","Angola","Cuando Cubango","Mavengue",-17.23,19.7,680180,20000606,73.4,"RUNDU",19.76,-17.91,"C"
"32412",2010,"Riots","Protesters (Nigeria)","","Nigeria","Edo State","Benin City",6.31,5.61,652290,20100308,96.8,"BENIN",5.09,6.31,"H"
"35258",1998,"Battles","Military Forces of Eritrea (1993-)","Military Forces of Sudan (1989-)","Sudan","Kassala","Abu Gamal",15.16,36.43,627300,19980315,106.69,"KASSALA",36.4,15.46,"H"
"30886",2009,"Battles","Unidentified Armed Group (Prisoners)","Police Forces of South Africa (2008-2009)","South Africa","Western Cape Province","Worcester",-33.65,19.43,688210,20090209,94.8,"WORCESTER",19.46,-33.61,"H"
"25064",2008,"Riots","Protesters (WOZA - Women of Zimbabwe Arise)","","Zimbabwe","Bulawayo","Bulawayo",-20.14,28.57,679650,20081016,89.4,"BULAWAYO AIRPORT",28.61,-20.01,"H"
"2322",2006,"Riots","Protesters (Algeria)","","Algeria","Tlemcen","Tlemcen",34.87,-1.31,605310,20060311,70.5,"TLEMCEN-ZENATA",-1.46,35.01,"M"
"4529",2002,"Violence against civilians","Mungiki Sect Militia (Kenya)","Civilians (Kenya)","Kenya","Nyeri District","Othaya",-0.56,36.95,637170,20020922,74.5,"NYERI",36.96,-0.43,"M"
"11599",2002,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Cibitoke","Buganda",-2.95,29.18,643870,20020116,81,"KIGALI INTL",30.13,-1.96,"M"
"25041",2002,"Violence against civilians","Unidentified Armed Group (Zimbabwe)","Civilians (Zimbabwe)","Zimbabwe","Bulawayo","Bulawayo",-20.14,28.57,679650,20020123,89.4,"BULAWAYO AIRPORT",28.61,-20.01,"H"
"27517",2001,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Sierra Leone","Northern","Rokel",8.38,-13.1,618320,20010224,91.4,"CONAKRY/GBESSIA",-13.61,9.56,"H"
"26909",2010,"Riots","Protesters (Nigeria)","","Nigeria","Osun State","Osun State",7.5,4.5,652150,20100509,90.5,"OSHOGBO",4.48,7.78,"M"
"21534",1998,"Battles","LRA: Lord's Resistance Army","UPDF: Military Forces of Uganda (1986-)","Uganda","Adjumani District","Pakele",3.36,31.86,636020,19980529,86.9,"ARUA",30.91,3.04,"M"
"33811",1997,"Riots","Protesters (Mali)","","Mali","Bamako Capital District","Bamako",12.64,-8,612910,19970421,100.4,"BAMAKO/SENOU",-7.94,12.53,"M"
"30809",2007,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Kenya)","Kenya","Turkana District","Kologora Village",3.11,35.59,636120,20070116,94.59,"LODWAR",35.61,3.11,"M"
"24978",2005,"Riots","Rioters (South Africa)","Police Forces of South Africa (1999-2008)","South Africa","Gauteng Province","Khutsong",-26.31,27.31,683500,20051214,89.19,"POTCHEFSTROOM",27.06,-26.73,"H"
"5146",2006,"Battles","Military Forces of Democratic Republic of Congo (2003-)","CMPD/CNDP: National Congress for the Defense of the People","Democratic Republic of Congo","Nord-Kivu","Rutshuru",-1.18,29.44,637260,20061218,75.19,"KABALE",29.98,-1.25,"M"
"24593",1999,"Violence against civilians","UNITA: National Union for the Total Independence of Angola","Civilians (DRC)","Democratic Republic of Congo","Bas-Congo","Kimpangu",-5.84,15.01,642100,19991130,88.9,"KINSHASA/NDJILI",15.43,-4.38,"M"
"21304",2007,"Battles","Magabul-Ogaden militia","Galjeel-Hawiye sub-clan miltiia","Somalia","Lower Juba","Badhadhe District",-1.02,41.48,637720,20070920,86.5,"LAMU",40.83,-2.2,"M"
"29555",2004,"Battles","Military Forces of Ethiopia (1991-)","ONLF: Ogaden National Liberation Front","Ethiopia","Garbo District","Daresalem",13.85,36.13,627520,20040721,93.19,"GEDAREF",35.4,14.03,"M"
"9926",2003,"Violence against civilians","Civilians (Uganda)","LRA: Lord's Resistance Army","Uganda","Amuria","Kuju",2.01,33.63,636610,20031027,80.09,"KITALE",35,1.01,"M"
"24566",1997,"Violence against civilians","Civilians (Angola)","UNITA: National Union for the Total Independence of Angola","Angola","Moxico","Kakenge",-12.39,22.56,676330,19970430,88.9,"MONGU",23.14,-15.25,"M"
"9182",2002,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Midlands","Kwekwe",-18.91,29.81,678650,20020126,79.3,"KWEKWE",29.83,-18.93,"M"
"7614",2008,"Violence against civilians","Joint Operations Command (2008-)","Civilians (White Farmers)","Zimbabwe","Mashonaland East","Marondera",-18.18,31.54,677750,20080929,77.9,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"14190",2009,"Battles","Military Forces of Democratic Republic of Congo (2003-)","FDLR: Democratic Forces for the Liberation of Rwanda","Democratic Republic of Congo","Sud-Kivu","Sud-Kivu",-1.67,29.22,643870,20090123,82.4,"KIGALI INTL",30.13,-1.96,"M"
"22176",2000,"Battles","RUF: Revolutionary United Front of Sierra Leone","UNAMSIL (Sierra Leone)","Sierra Leone","Northern","Makeni",8.88,-12.05,618320,20000524,87.3,"CONAKRY/GBESSIA",-13.61,9.56,"M"
"30736",2010,"Battles","Unidentified Armed Group (Nigeria)","Police Forces of Nigeria (2007-)","Nigeria","Rivers State","Port Harcourt",4.78,6.99,652640,20100205,94.5,"CALABAR",8.35,4.96,"H"
"21405",2002,"Battles","Hema Ethnic Militia (DRC)","RCD-K: Rally for Congolese Democracy-Movement of Liberation","Democratic Republic of Congo","Ituri","Bunia",1.56,30.25,636740,20020806,86.69,"KASESE",30.1,0.18,"M"
"31207",2008,"Battles","Military Forces of Djibouti (1977-)","Military Forces of Eritrea (1993-)","Djibouti","North","Ras Doumera",12.71,43.13,631252,20080530,95,"DJIBOUTI AMBOULI",43.15,11.55,"M"
"29606",2006,"Violence against civilians","Civilians (Uganda)","Karamajong Ethnic Militia (Uganda)","Uganda","Moroto District","Moroto",2.49,34.66,636120,20060715,93.19,"LODWAR",35.61,3.11,"M"
"24216",1997,"Riots","Rioters (Ghana)","Police Forces of Ghana (1993-2001)","Ghana","Greater Accra","Nima",5.58,-0.2,654720,19971030,88.69,"ACCRA",-0.16,5.59,"M"
"22980",2003,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Bomi County","Brewersville",6.42,-10.78,618560,20030409,87.8,"LUNGI",-13.19,8.61,"M"
"25735",2007,"Battles","MEND: Movement for the Emancipation of the Niger Delta","Police Forces of Nigeria (1999-2007)","Nigeria","Rivers State","Port Harcourt",4.78,6.99,648100,20070128,89.59,"MALABO",8.76,3.75,"H"
"21545",1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","South Kordofan","Nuba Mountains",12,30.75,628030,19990107,86.9,"RASHAD",31.04,11.86,"M"
"4102",2010,"Violence against civilians","Unidentified Armed Group (South Africa)","Civilians (South Africa)","South Africa","Gauteng Province","Pretoria",-25.74,28.18,682620,20100527,73.4,"PRETORIA-EENDRACHT",28.18,-25.73,"M"
"32878",2007,"Riots","Protesters (Burkina Faso)","","Burkina Faso","Kadiogo","Ouagadougou",12.37,-1.52,655030,20071009,97.9,"OUAGADOUGOU",-1.51,12.35,"M"
"16521",2002,"Riots","Protesters (Madagascar)","","Madagascar","Antananarivo","Antananarivo",-18.91,47.51,670830,20020205,84.19,"ANTANANARIVO/IVATO",47.48,-18.79,"H"
"29107",2002,"Violence against civilians","Unidentified Armed Group (South Africa)","Civilians (South Africa)","South Africa","KwaZulu-Natal Province","Besters",-28.43,29.64,684790,20020121,92.69,"LADYSMITH",29.76,-28.56,"H"
"206",2007,"Riots","Protesters (Zambia)","","Zambia","Copperbelt","Kitwe",-12.81,28.2,675630,20070226,57.7,"KAFIRONDA",28.11,-12.6,"M"
"24017",2007,"Riots","Protesters (South Africa)","","South Africa","Gauteng Province","Soshanguve",-25.51,28.1,682620,20070917,88.3,"PRETORIA-EENDRACHT",28.18,-25.73,"M"
"23524",2009,"Violence against civilians","Military Forces of Nigeria (2007-)","Civilians (Nigeria)","Nigeria","Delta State","Warri",5.51,5.75,652290,20090907,87.8,"BENIN",5.09,6.31,"M"
"28651",1999,"Battles","RRA: Rahanweyn Resistance Army","SNA: Somali National Alliance","Somalia","Bay","Modu Mode",3.01,43.83,634780,19990502,92.3,"GODE",43.58,5.9,"M"
"14939",2000,"Battles","Hutu Rebels","Military Forces of Burundi (1996-2005)","Burundi","Makamba","Kayogoro",-4.11,29.97,643870,20000827,83.09,"KIGALI INTL",30.13,-1.96,"M"
"20555",2008,"Violence against civilians","FRPI: Front for Patriotic Resistance of Ituri","Civilians (DRC)","Democratic Republic of Congo","Orientale","Irumu",1.45,29.86,636740,20080815,86,"KASESE",30.1,0.18,"M"
"271",2000,"Battles","ADF: Allied Democratic Forces","UPDF: Military Forces of Uganda (1986-)","Uganda","Kabarole District","Ngezi Rwebekuma",-1.2,29.85,637260,20000527,59,"KABALE",29.98,-1.25,"C"
"12028",2009,"Violence against civilians","Pokot Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Laikipia North District","Kanampiu",0.41,36.75,637170,20090915,81.3,"NYERI",36.96,-0.43,"H"
"16769",2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030722,84.19,"LUNGI",-13.19,8.61,"M"
"1223",2009,"Battles","Unidentified Armed Group (South Africa)","Police Forces of South Africa (2008-2009)","South Africa","Western Cape Province","Cape Town",-33.92,18.42,688170,20090502,66.9,"CAPE TOWN-PORTNET",18.43,-33.9,"M"
"27561",2001,"Violence against civilians","Tiv Ethnic Militia (Nigeria)","Civilians (Nigeria)","Nigeria","Taraba State","Donga",7.71,10.05,648900,20011123,91.4,"MAMFE",9.28,5.71,"M"
"31130",2006,"Battles","TFG forces: Transitional Federal Government (Somalia)","COSIC: Council of Somali Islamic Courts","Somalia","Hiiraan","Jalalaqsi",3.4,45.58,634780,20070101,95,"GODE",43.58,5.9,"M"
"33089",2000,"Violence against civilians","GIA: Armed Islamic Group of Algeria","Civilians (Algeria)","Algeria","Tissemsilt","Tissemsilt",35.6,1.81,605110,20000706,98.59,"TIARET",1.46,35.34,"H"
"14037",2007,"Battles","Mungiki Sect Militia (Kenya)","Police Forces of Kenya (2002-)","Kenya","Muranga District","Gikui in Kangema",-0.93,36.91,637400,20070701,82.4,"JOMO KENYATTA INTL",36.91,-1.31,"M"
"25444",2002,"Riots","Youth Militia","Police Forces of Central African Republic (1993-2003)","Central African Republic","Bangui","Bangui",4.36,18.58,646500,20021213,89.59,"BANGUI",18.51,4.4,"M"
"26154",2000,"Battles","Unidentified Armed Group","Police Forces of Ghana (1993-2001)","Ghana","Ashanti","Bibiani",6.46,-2.33,655850,20000418,90,"ADIAKE",-3.29,5.3,"M"
"25004",2008,"Battles","Unidentified Armed Group (Nigeria)","Police Forces of Nigeria (2007-)","Nigeria","Rivers State","Sangana",4.33,5.98,652290,20080906,89.19,"BENIN",5.09,6.31,"M"
"8698",2008,"Riots","Rioters (Somalia)","","Somalia","Woqooyi Galbeed","Hargeysa",9.58,44.06,631700,20081015,78.8,"HARGEISA",44.08,9.5,"M"
"27185",1999,"Battles","MPLA:  Popular Movement for the Liberation of Angola (1961-)","UNITA: National Union for the Total Independence of Angola","Angola","Zaire","M'Banza Congo",-6.26,14.25,642100,19990204,91,"KINSHASA/NDJILI",15.43,-4.38,"M"
"21962",1998,"Battles","RCD: Rally for Congolese Democracy (Kisangani)","Military Forces of Democratic Republic of Congo (1997-2003)","Democratic Republic of Congo","Kasai-Oriental","Mbuji-Mayi",-6.15,23.6,642350,19981028,87.09,"KANANGA",22.41,-5.88,"M"
"11377",2000,"Riots","","Protesters (Ivory Coast)","Ivory Coast","Bouake","Bouake",7.68,-5.03,655550,20000802,80.8,"BOUAKE",-5.06,7.73,"C"
"21444",2004,"Riots","Protesters (Nigeria)","","Nigeria","Federal Capital Territory","Abuja",9.06,7.48,651250,20040926,86.69,"ABUJA",7,9.25,"M"
"30385",2003,"Violence against civilians","Civilians (Uganda)","LRA: Lord's Resistance Army","Uganda","Kilak","Lamogi",2.83,32.16,636300,20030404,94.09,"GULU",32.33,2.75,"H"
"31627",2008,"Battles","MEND: Movement for the Emancipation of the Niger Delta","Military Forces of Nigeria (2007-)","Nigeria","Kaduna State","Kachia",9.86,7.94,651250,20080407,95.69,"ABUJA",7,9.25,"M"
"9993",1998,"Battles","Military Forces of Ethiopia (1991-)","Military Forces of Eritrea (1993-)","Ethiopia","Tigray","Sheraro",14.39,37.93,633300,19980512,80.19,"MAKALE",39.48,13.5,"H"
"21544",1998,"Riots","Protesters","","Liberia","Maryland","Harper",4.38,-7.71,655920,19981124,86.9,"TABOU",-7.36,4.41,"M"
"13122",1998,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Uganda)","Uganda","Adjumani District","Pakele",3.36,31.86,636300,19981010,82.4,"GULU",32.33,2.75,"M"
"21686",2002,"Violence against civilians","MDC: Movement for Democratic Change Militia","Civilians (Zimbabwe)","Zimbabwe","Masvingo","Masvingo",-20.08,30.83,679750,20020201,86.9,"MASVINGO",30.86,-20.06,"M"
"54",1997,"Violence against civilians","GIA: Armed Islamic Group of Algeria","Civilians (Algeria)","Algeria","Medea","Medea",36.26,2.75,604300,19971227,51.4,"MILIANA",2.23,36.29,"C"
"15410",2008,"Violence against civilians","Police Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","South Darfur","Abu Jabra",11.06,26.85,628090,20080825,83.3,"BABANUSA",27.81,11.33,"C"
"15597",2003,"Violence against civilians","Civilians (Burundi)","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Burundi","Bujumbura","Muyira",-3.4,29.39,638010,20030920,83.5,"KIGOMA",29.66,-4.88,"M"
"22429",2007,"Battles","Mayi-Mayi Militia","FDLR: Democratic Forces for the Liberation of Rwanda","Democratic Republic of Congo","Sud-Kivu","Fizi",-4.3,28.94,638010,20070810,87.4,"KIGOMA",29.66,-4.88,"M"
"11505",1999,"Battles","Military Forces of Democratic Republic of Congo (1997-2003)","RCD: Rally for Congolese Democracy (Kisangani)","Democratic Republic of Congo","Kasai-Oriental","Matadi",-6.09,23.03,642350,19990325,81,"KANANGA",22.41,-5.88,"M"
"25562",2004,"Riots","Protesters (Nigeria)","","Nigeria","Lagos State","Ikeja",6.59,3.33,652010,20041008,89.59,"LAGOS/IKEJA",3.33,6.58,"M"
"10413",2000,"Violence against civilians","ADF: Allied Democratic Forces","Civilians (Uganda)","Uganda","Hoima District","Hoima",1.43,31.34,636540,20000530,80.59,"MASINDI",31.71,1.68,"M"
"10629",2002,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kajiado District","Ongata Rongai",-0.86,36.43,637410,20020331,80.59,"DAGORETTI CORNER",36.75,-1.29,"H"
"16176",1998,"Battles","ADF: Allied Democratic Forces","UPDF: Military Forces of Uganda (1986-)","Uganda","Kabarole District","Kinyankende in Mugusu",0.61,30.21,636740,19981120,84.19,"KASESE",30.1,0.18,"M"
"1856",2001,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Masvingo","Masvingo",-20.08,30.83,679750,20010503,69.4,"MASVINGO",30.86,-20.06,"C"
"26152",1999,"Riots","","Protesters (Ivory Coast)","Ivory Coast","Abidjan","Abidjan",5.34,-4.02,655780,19991218,90,"ABIDJAN",-3.93,5.25,"M"
"23841",2006,"Battles","UPDF: Military Forces of Uganda (1986-)","LRA: Lord's Resistance Army","Uganda","Kitgum District","Labongo",3.31,32.88,636300,20060114,88.19,"GULU",32.33,2.75,"M"
"1048",2004,"Violence against civilians","GSPC: Salafist Group for Preaching and Combat","Civilians (Algeria)","Algeria","Relizane","Ammi Moussa",35.86,1.1,605110,20040501,66.19,"TIARET",1.46,35.34,"M"
"11996",2008,"Violence against civilians","Unidentified Armed Group (Zimbabwe)","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20080121,81.3,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"9919",2003,"Violence against civilians","Civilians (Uganda)","LRA: Lord's Resistance Army","Uganda","Amuria District","Asamuk",1.95,33.7,636610,20030925,80.09,"KITALE",35,1.01,"M"
"22045",2002,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20021003,87.09,"HARARE (KUTSAGA)",31.13,-17.91,"H"
"24240",1998,"Battles","LRA: Lord's Resistance Army","UPDF: Military Forces of Uganda (1986-)","Uganda","Pader District","Lagweno Olim in Acholi Bur",3.12,32.91,636580,19981124,88.69,"SOROTI",33.61,1.71,"M"
"29109",2002,"Battles","Military Forces of Senegal (2000-)","MFDC: Movement of Democratic Forces in the Casamance","Senegal","Bignona","Tenghori",12.81,-16.22,616950,20020627,92.69,"ZIGUINCHOR",-16.26,12.55,"M"
"13124",1998,"Battles","Military Forces of Rwanda (1994-)","Hutu Rebels","Rwanda","Gisenyi","Ramba",-1.86,29.54,643870,19981113,82.4,"KIGALI INTL",30.13,-1.96,"M"
